id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_status;user_validation;validation_date;creation_date;user_creation;modification_date;user_modification;deleted
533;Cockpit window;0006-3917;Camera only;Not good;false;true;false;material composition checked;2025-03-31;ftp://inspection-server/aircraft/A380/Cockpit window/0006-3917/2025-03-31;VALIDATED;2;2025-04-06 21:07:14;2025-03-31 14:35:21;9;2025-04-06 21:07:14;2;false
534;Landing gear;51346-043;Big robot arm;Almost perfect;false;false;false;;2025-05-05;ftp://inspection-server/aircraft/B777/Landing gear/51346-043/2025-05-05;VALIDATED;2;2025-05-12 05:40:53;2025-05-05 08:25:46;4;2025-05-12 05:40:53;2;false
535;Cockpit window;50845-0110;Big robot arm;Destroyed;true;true;true;material composition checked;2025-05-03;ftp://inspection-server/aircraft/A380/Cockpit window/50845-0110/2025-05-03;VALIDATED;1;2025-05-08 02:37:36;2025-05-03 03:39:00;6;2025-05-08 02:37:36;1;false
536;Wing A;17856-1313;Rotating table plus camera;Average;true;false;true;dimensions measured;2024-10-25;ftp://inspection-server/aircraft/B737/Wing A/17856-1313/2024-10-25;VALIDATED;3;2024-10-30 19:50:45;2024-10-25 02:16:57;8;2024-10-30 19:50:45;3;false
537;Rudder;0409-1412;Gantry system;Destroyed;true;true;true;packaging condition assessed;2025-02-09;ftp://inspection-server/aircraft/Rudder/0409-1412/2025-02-09;VALIDATED;3;2025-02-10 16:40:10;2025-02-09 03:39:11;7;2025-02-10 16:40:10;3;false
538;Landing gear;0168-0381;Gantry system;Average;true;false;false;dimensions measured;2024-10-14;ftp://inspection-server/aircraft/A320neo/Landing gear/0168-0381/2024-10-14;VALIDATED;1;2024-10-14 21:36:01;2024-10-14 01:13:06;10;2024-10-14 21:36:01;1;false
539;Flap;49348-159;Gantry system;Good;true;false;false;material composition checked;2024-11-14;ftp://inspection-server/aircraft/B737/Flap/49348-159/2024-11-14;VALIDATED;1;2024-11-19 17:25:06;2024-11-14 06:49:41;10;2024-11-19 17:25:06;1;false
540;Aileron;10122-820;Rotating table plus camera;Average;false;true;true;;2025-03-04;ftp://inspection-server/aircraft/B787/Aileron/10122-820/2025-03-04;PENDING;;;2025-03-04 10:23:33;10;;;false
541;Engine cover;61971-065;Rotating table plus camera;Not good;false;true;true;weight recorded;2024-10-05;ftp://inspection-server/aircraft/B787/Engine cover/61971-065/2024-10-05;VALIDATED;2;2024-10-07 10:51:53;2024-10-05 10:15:24;4;2024-10-07 10:51:53;2;false
542;Rudder;41167-3102;Gantry system;Not good;true;true;false;;2024-12-28;ftp://inspection-server/aircraft/B787/Rudder/41167-3102/2024-12-28;PENDING;;;2024-12-28 14:12:53;10;;;false
543;Engine cover;61077-047;Camera only;Not good;false;true;true;;2024-08-11;ftp://inspection-server/aircraft/B737/Engine cover/61077-047/2024-08-11;PENDING;;;2024-08-11 07:19:56;5;;;false
544;Engine cover;33261-739;Big robot arm;Good;true;false;false;;2024-09-22;ftp://inspection-server/aircraft/B737/Engine cover/33261-739/2024-09-22;VALIDATED;1;2024-09-27 11:58:19;2024-09-22 11:20:21;5;2024-09-27 11:58:19;1;false
545;Rudder;76045-003;Camera only;Average;true;false;true;packaging condition assessed;2025-05-18;ftp://inspection-server/aircraft/A350/Rudder/76045-003/2025-05-18;VALIDATED;1;2025-05-18 13:11:28;2025-05-18 10:55:42;9;2025-05-18 13:11:28;1;false
546;Aileron;41520-544;Big robot arm;Really bad;true;true;true;surface finish inspected;2025-02-12;ftp://inspection-server/aircraft/Aileron/41520-544/2025-02-12;VALIDATED;1;2025-02-14 20:14:16;2025-02-12 07:50:19;8;2025-02-14 20:14:16;1;false
547;Aileron;21695-155;Camera only;Average;false;true;true;weight recorded;2025-06-01;ftp://inspection-server/aircraft/B777/Aileron/21695-155/2025-06-01;PENDING;;;2025-06-01 23:57:49;10;;;false
548;Aileron;35356-792;Big robot arm;Really bad;true;true;true;dimensions measured;2024-08-21;ftp://inspection-server/aircraft/A350/Aileron/35356-792/2024-08-21;PENDING;;;2024-08-21 23:13:54;10;;;false
549;Cockpit window;49288-0829;Big robot arm;Really bad;true;false;true;;2025-02-12;ftp://inspection-server/aircraft/B777/Cockpit window/49288-0829/2025-02-12;VALIDATED;3;2025-02-14 07:00:32;2025-02-12 08:23:47;9;2025-02-14 07:00:32;3;false
550;Flap;51532-6103;Big robot arm;Perfect;false;false;false;;2025-04-07;ftp://inspection-server/aircraft/A380/Flap/51532-6103/2025-04-07;PENDING;;;2025-04-07 13:01:44;9;;;false
551;Cockpit window;0004-0802;Gantry system;Average;false;true;true;;2025-04-14;ftp://inspection-server/aircraft/B777/Cockpit window/0004-0802/2025-04-14;VALIDATED;3;2025-04-19 14:41:11;2025-04-14 16:31:07;8;2025-04-19 14:41:11;3;false
552;Landing gear;21130-504;Gantry system;Average;false;false;true;;2024-12-15;ftp://inspection-server/aircraft/A320neo/Landing gear/21130-504/2024-12-15;REJECTED;;;2024-12-15 10:19:13;9;;;false
553;Flap;20276-433;Complete inspection;Really bad;true;false;true;weight recorded;2024-12-21;ftp://inspection-server/aircraft/B737/Flap/20276-433/2024-12-21;VALIDATED;3;2024-12-24 03:24:49;2024-12-21 23:50:55;7;2024-12-24 03:24:49;3;false
554;Aileron;0078-0518;Complete inspection;Good;false;false;true;;2025-04-18;ftp://inspection-server/aircraft/B777/Aileron/0078-0518/2025-04-18;VALIDATED;2;2025-04-20 04:25:13;2025-04-18 12:50:38;5;2025-04-20 04:25:13;2;false
555;Landing gear;68712-015;Rotating table plus camera;Not good;true;false;false;;2025-05-17;ftp://inspection-server/aircraft/A350/Landing gear/68712-015/2025-05-17;VALIDATED;3;2025-05-20 05:00:36;2025-05-17 23:07:55;8;2025-05-20 05:00:36;3;false
556;Fuselage panel;46122-195;Gantry system;Really bad;true;false;true;surface finish inspected;2025-03-17;ftp://inspection-server/aircraft/A350/Fuselage panel/46122-195/2025-03-17;VALIDATED;2;2025-03-21 20:20:38;2025-03-17 22:16:40;6;2025-03-21 20:20:38;2;false
557;Fuselage panel;55154-5112;Complete inspection;Not good;false;false;true;packaging condition assessed;2024-12-14;ftp://inspection-server/aircraft/Fuselage panel/55154-5112/2024-12-14;VALIDATED;3;2024-12-16 11:25:19;2024-12-14 11:37:00;4;2024-12-16 11:25:19;3;false
558;Landing gear;65044-3390;Big robot arm;Average;false;true;false;;2025-04-10;ftp://inspection-server/aircraft/A350/Landing gear/65044-3390/2025-04-10;VALIDATED;3;2025-04-10 21:34:45;2025-04-10 04:09:49;10;2025-04-10 21:34:45;3;false
559;Engine cover;50436-1263;Complete inspection;Really bad;false;true;true;;2024-08-01;ftp://inspection-server/aircraft/A320neo/Engine cover/50436-1263/2024-08-01;VALIDATED;1;2024-08-02 14:50:35;2024-08-01 13:23:14;6;2024-08-02 14:50:35;1;false
560;Landing gear;0781-1032;Camera only;Destroyed;true;true;true;;2025-03-01;ftp://inspection-server/aircraft/A350/Landing gear/0781-1032/2025-03-01;VALIDATED;1;2025-03-02 09:41:35;2025-03-01 20:02:53;7;2025-03-02 09:41:35;1;false
561;Landing gear;58118-1271;Camera only;Average;false;false;true;;2025-01-10;ftp://inspection-server/aircraft/A320neo/Landing gear/58118-1271/2025-01-10;VALIDATED;1;2025-01-15 08:05:11;2025-01-10 12:13:22;10;2025-01-15 08:05:11;1;false
562;Cockpit window;16864-001;Camera only;Really bad;true;true;false;;2024-08-20;ftp://inspection-server/aircraft/B787/Cockpit window/16864-001/2024-08-20;VALIDATED;2;2024-08-25 01:48:43;2024-08-20 15:16:19;10;2024-08-25 01:48:43;2;false
563;Flap;36987-2662;Complete inspection;Not good;true;true;true;color consistency verified;2025-01-03;ftp://inspection-server/aircraft/A350/Flap/36987-2662/2025-01-03;VALIDATED;2;2025-01-07 12:00:23;2025-01-03 02:41:16;4;2025-01-07 12:00:23;2;false
564;Cockpit window;36987-2717;Gantry system;Average;false;true;false;;2024-12-31;ftp://inspection-server/aircraft/B787/Cockpit window/36987-2717/2024-12-31;PENDING;;;2024-12-31 10:25:05;4;;;false
565;Elevator;11673-246;Camera only;Average;false;false;true;surface finish inspected;2024-11-25;ftp://inspection-server/aircraft/B747/Elevator/11673-246/2024-11-25;VALIDATED;2;2024-11-29 12:47:34;2024-11-25 00:00:23;8;2024-11-29 12:47:34;2;false
566;Elevator;41250-724;Big robot arm;Average;false;true;false;surface finish inspected;2025-03-27;ftp://inspection-server/aircraft/Elevator/41250-724/2025-03-27;VALIDATED;3;2025-03-30 05:27:47;2025-03-27 13:01:21;6;2025-03-30 05:27:47;3;false
567;Wing A;68788-9992;Complete inspection;Really bad;true;true;false;;2024-12-02;ftp://inspection-server/aircraft/Wing A/68788-9992/2024-12-02;PENDING;;;2024-12-02 21:01:14;5;;;false
568;Flap;23155-214;Big robot arm;Really bad;true;false;true;;2025-01-15;ftp://inspection-server/aircraft/Flap/23155-214/2025-01-15;VALIDATED;1;2025-01-19 00:33:56;2025-01-15 00:30:11;7;2025-01-19 00:33:56;1;false
569;Elevator;10893-600;Complete inspection;Average;false;true;false;;2024-09-20;ftp://inspection-server/aircraft/Elevator/10893-600/2024-09-20;VALIDATED;2;2024-09-23 18:21:51;2024-09-20 23:15:30;9;2024-09-23 18:21:51;2;false
570;Tail fin;50845-0058;Complete inspection;Almost perfect;false;false;false;color consistency verified;2025-04-19;ftp://inspection-server/aircraft/B777/Tail fin/50845-0058/2025-04-19;VALIDATED;1;2025-04-26 06:10:23;2025-04-19 22:33:50;6;2025-04-26 06:10:23;1;false
571;Aileron;68516-4602;Camera only;Average;true;false;true;;2025-06-05;ftp://inspection-server/aircraft/A350/Aileron/68516-4602/2025-06-05;VALIDATED;2;2025-06-11 19:48:08;2025-06-05 10:20:57;6;2025-06-11 19:48:08;2;false
572;Rudder;54868-5200;Big robot arm;Average;false;true;true;;2024-11-27;ftp://inspection-server/aircraft/B737/Rudder/54868-5200/2024-11-27;REJECTED;;;2024-11-27 12:58:45;7;;;false
573;Wing A;59039-005;Rotating table plus camera;Good;false;false;false;;2025-03-31;ftp://inspection-server/aircraft/B747/Wing A/59039-005/2025-03-31;VALIDATED;3;2025-04-05 10:53:20;2025-03-31 06:28:05;4;2025-04-05 10:53:20;3;false
574;Elevator;63304-697;Camera only;Really bad;true;true;false;weight recorded;2025-04-16;ftp://inspection-server/aircraft/B747/Elevator/63304-697/2025-04-16;PENDING;;;2025-04-16 13:43:06;8;;;false
575;Engine cover;59762-0170;Complete inspection;Not good;true;false;true;material composition checked;2025-03-13;ftp://inspection-server/aircraft/A380/Engine cover/59762-0170/2025-03-13;VALIDATED;3;2025-03-15 07:17:05;2025-03-13 18:32:26;4;2025-03-15 07:17:05;3;false
576;Elevator;0615-7550;Gantry system;Not good;false;true;false;dimensions measured;2024-10-26;ftp://inspection-server/aircraft/Elevator/0615-7550/2024-10-26;VALIDATED;1;2024-10-31 08:52:38;2024-10-26 04:05:49;7;2024-10-31 08:52:38;1;false
577;Rudder;54868-5510;Big robot arm;Good;false;false;true;;2024-08-16;ftp://inspection-server/aircraft/B777/Rudder/54868-5510/2024-08-16;PENDING;;;2024-08-16 06:08:37;9;;;false
578;Aileron;68745-1066;Camera only;Good;false;true;false;packaging condition assessed;2025-03-24;ftp://inspection-server/aircraft/B787/Aileron/68745-1066/2025-03-24;VALIDATED;3;2025-03-30 15:39:36;2025-03-24 03:02:32;10;2025-03-30 15:39:36;3;false
579;Engine cover;70253-112;Rotating table plus camera;Good;false;true;false;;2024-08-30;ftp://inspection-server/aircraft/B787/Engine cover/70253-112/2024-08-30;VALIDATED;1;2024-09-02 21:23:29;2024-08-30 11:05:40;9;2024-09-02 21:23:29;1;false
580;Flap;43857-0304;Camera only;Not good;false;true;true;;2024-08-06;ftp://inspection-server/aircraft/Flap/43857-0304/2024-08-06;PENDING;;;2024-08-06 16:39:35;5;;;false
581;Landing gear;35356-752;Rotating table plus camera;Not good;true;true;true;;2024-10-09;ftp://inspection-server/aircraft/Landing gear/35356-752/2024-10-09;PENDING;;;2024-10-09 02:26:50;7;;;false
582;Cockpit window;0409-7828;Big robot arm;Good;false;true;false;surface finish inspected;2024-06-20;ftp://inspection-server/aircraft/A320neo/Cockpit window/0409-7828/2024-06-20;VALIDATED;2;2024-06-26 11:19:59;2024-06-20 19:47:07;4;2024-06-26 11:19:59;2;false
583;Flap;43742-0016;Gantry system;Average;false;true;false;;2025-04-01;ftp://inspection-server/aircraft/Flap/43742-0016/2025-04-01;PENDING;;;2025-04-01 09:13:54;6;;;false
584;Tail fin;50436-6408;Gantry system;Good;false;false;true;weight recorded;2024-10-16;ftp://inspection-server/aircraft/A320neo/Tail fin/50436-6408/2024-10-16;VALIDATED;2;2024-10-19 20:27:31;2024-10-16 08:59:35;9;2024-10-19 20:27:31;2;false
585;Cockpit window;0406-1142;Rotating table plus camera;Good;true;false;false;surface finish inspected;2024-06-13;ftp://inspection-server/aircraft/A350/Cockpit window/0406-1142/2024-06-13;VALIDATED;2;2024-06-13 13:17:10;2024-06-13 05:26:05;6;2024-06-13 13:17:10;2;false
586;Wing A;51514-0330;Complete inspection;Average;true;false;true;;2025-03-12;ftp://inspection-server/aircraft/B777/Wing A/51514-0330/2025-03-12;VALIDATED;2;2025-03-16 18:26:54;2025-03-12 00:15:22;7;2025-03-16 18:26:54;2;false
587;Landing gear;66129-102;Complete inspection;Not good;true;true;true;color consistency verified;2025-04-21;ftp://inspection-server/aircraft/B787/Landing gear/66129-102/2025-04-21;VALIDATED;3;2025-04-27 01:07:04;2025-04-21 01:23:48;9;2025-04-27 01:07:04;3;false
588;Wing A;54868-2984;Big robot arm;Really bad;true;false;true;;2025-02-22;ftp://inspection-server/aircraft/A320neo/Wing A/54868-2984/2025-02-22;VALIDATED;3;2025-02-24 07:32:04;2025-02-22 02:12:13;5;2025-02-24 07:32:04;3;false
589;Aileron;60681-3001;Camera only;Average;true;false;true;material composition checked;2025-03-01;ftp://inspection-server/aircraft/A380/Aileron/60681-3001/2025-03-01;REJECTED;;;2025-03-01 19:02:29;6;;;false
590;Landing gear;63629-3377;Gantry system;Average;false;true;false;;2024-07-09;ftp://inspection-server/aircraft/A380/Landing gear/63629-3377/2024-07-09;VALIDATED;2;2024-07-16 07:00:04;2024-07-09 09:54:31;4;2024-07-16 07:00:04;2;false
591;Cockpit window;51414-800;Camera only;Average;false;true;false;color consistency verified;2024-09-10;ftp://inspection-server/aircraft/B787/Cockpit window/51414-800/2024-09-10;VALIDATED;3;2024-09-11 14:32:27;2024-09-10 11:34:14;9;2024-09-11 14:32:27;3;false
592;Aileron;34645-3008;Gantry system;Almost perfect;false;false;false;surface finish inspected;2024-09-19;ftp://inspection-server/aircraft/B737/Aileron/34645-3008/2024-09-19;VALIDATED;2;2024-09-20 23:34:12;2024-09-19 08:02:04;10;2024-09-20 23:34:12;2;false
593;Fuselage panel;62362-184;Camera only;Really bad;false;true;true;surface finish inspected;2024-10-02;ftp://inspection-server/aircraft/B787/Fuselage panel/62362-184/2024-10-02;VALIDATED;2;2024-10-06 04:18:00;2024-10-02 03:43:04;10;2024-10-06 04:18:00;2;false
594;Cockpit window;59779-433;Big robot arm;Not good;true;true;true;;2024-12-26;ftp://inspection-server/aircraft/B737/Cockpit window/59779-433/2024-12-26;VALIDATED;1;2025-01-01 09:45:07;2024-12-26 19:00:12;9;2025-01-01 09:45:07;1;false
595;Flap;53329-092;Complete inspection;Really bad;true;false;true;;2024-07-31;ftp://inspection-server/aircraft/B737/Flap/53329-092/2024-07-31;VALIDATED;1;2024-08-05 17:11:55;2024-07-31 00:36:49;6;2024-08-05 17:11:55;1;false
596;Engine cover;0168-0099;Rotating table plus camera;Average;true;true;false;;2025-01-30;ftp://inspection-server/aircraft/B737/Engine cover/0168-0099/2025-01-30;VALIDATED;3;2025-02-02 16:42:19;2025-01-30 22:38:28;8;2025-02-02 16:42:19;3;false
597;Fuselage panel;55289-234;Rotating table plus camera;Not good;false;true;true;dimensions measured;2024-11-18;ftp://inspection-server/aircraft/A350/Fuselage panel/55289-234/2024-11-18;VALIDATED;3;2024-11-21 21:24:31;2024-11-18 19:39:43;8;2024-11-21 21:24:31;3;false
598;Landing gear;11673-218;Complete inspection;Really bad;true;false;true;;2025-02-25;ftp://inspection-server/aircraft/B747/Landing gear/11673-218/2025-02-25;VALIDATED;3;2025-03-04 17:32:13;2025-02-25 20:27:18;8;2025-03-04 17:32:13;3;false
599;Rudder;36987-3118;Gantry system;Not good;true;true;false;packaging condition assessed;2025-01-27;ftp://inspection-server/aircraft/A380/Rudder/36987-3118/2025-01-27;VALIDATED;2;2025-02-01 03:26:00;2025-01-27 05:31:46;6;2025-02-01 03:26:00;2;false
600;Landing gear;58668-1641;Camera only;Perfect;false;false;false;;2024-07-11;ftp://inspection-server/aircraft/B747/Landing gear/58668-1641/2024-07-11;PENDING;;;2024-07-11 03:08:14;7;;;false
601;Tail fin;50458-860;Camera only;Good;false;true;false;color consistency verified;2024-06-13;ftp://inspection-server/aircraft/A320neo/Tail fin/50458-860/2024-06-13;PENDING;;;2024-06-13 12:46:15;9;;;false
602;Elevator;0113-0603;Camera only;Good;false;false;true;;2025-05-18;ftp://inspection-server/aircraft/Elevator/0113-0603/2025-05-18;PENDING;;;2025-05-18 07:28:36;4;;;false
603;Engine cover;55319-500;Gantry system;Really bad;false;true;true;;2025-05-18;ftp://inspection-server/aircraft/A350/Engine cover/55319-500/2025-05-18;VALIDATED;3;2025-05-20 15:42:14;2025-05-18 01:42:21;4;2025-05-20 15:42:14;3;false
604;Aileron;25373-004;Rotating table plus camera;Average;false;false;true;;2024-12-22;ftp://inspection-server/aircraft/B747/Aileron/25373-004/2024-12-22;VALIDATED;1;2024-12-27 22:17:06;2024-12-22 20:11:49;8;2024-12-27 22:17:06;1;false
605;Wing A;52584-402;Rotating table plus camera;Good;true;false;false;;2025-04-05;ftp://inspection-server/aircraft/A380/Wing A/52584-402/2025-04-05;VALIDATED;1;2025-04-05 06:12:09;2025-04-05 02:30:43;10;2025-04-05 06:12:09;1;false
606;Rudder;55312-232;Gantry system;Not good;false;false;true;;2024-10-08;ftp://inspection-server/aircraft/A350/Rudder/55312-232/2024-10-08;VALIDATED;1;2024-10-15 02:17:18;2024-10-08 07:21:34;10;2024-10-15 02:17:18;1;false
607;Engine cover;0378-2223;Big robot arm;Good;false;true;false;;2024-06-25;ftp://inspection-server/aircraft/A350/Engine cover/0378-2223/2024-06-25;VALIDATED;2;2024-06-28 07:19:36;2024-06-25 07:42:16;7;2024-06-28 07:19:36;2;false
608;Aileron;24385-340;Gantry system;Average;false;true;false;dimensions measured;2024-11-03;ftp://inspection-server/aircraft/A380/Aileron/24385-340/2024-11-03;PENDING;;;2024-11-03 14:56:05;6;;;false
609;Fuselage panel;63824-124;Rotating table plus camera;Not good;false;true;true;material composition checked;2025-04-11;ftp://inspection-server/aircraft/A350/Fuselage panel/63824-124/2025-04-11;REJECTED;;;2025-04-11 06:30:05;6;;;false
610;Elevator;24385-028;Rotating table plus camera;Average;false;true;true;;2024-11-26;ftp://inspection-server/aircraft/A350/Elevator/24385-028/2024-11-26;VALIDATED;3;2024-11-29 19:29:45;2024-11-26 03:07:40;10;2024-11-29 19:29:45;3;false
611;Wing A;43269-693;Camera only;Really bad;true;true;true;material composition checked;2024-09-16;ftp://inspection-server/aircraft/A350/Wing A/43269-693/2024-09-16;VALIDATED;2;2024-09-19 01:56:12;2024-09-16 22:26:01;6;2024-09-19 01:56:12;2;false
612;Elevator;49288-0201;Gantry system;Not good;true;true;true;;2024-08-26;ftp://inspection-server/aircraft/B777/Elevator/49288-0201/2024-08-26;VALIDATED;2;2024-08-29 10:26:54;2024-08-26 01:10:55;9;2024-08-29 10:26:54;2;false
613;Aileron;44087-3322;Camera only;Not good;true;false;false;dimensions measured;2025-05-08;ftp://inspection-server/aircraft/B787/Aileron/44087-3322/2025-05-08;VALIDATED;3;2025-05-08 23:24:17;2025-05-08 12:29:03;7;2025-05-08 23:24:17;3;false
614;Rudder;67386-822;Camera only;Really bad;false;true;true;surface finish inspected;2025-02-19;ftp://inspection-server/aircraft/B777/Rudder/67386-822/2025-02-19;PENDING;;;2025-02-19 21:42:46;8;;;false
615;Aileron;68196-201;Rotating table plus camera;Average;false;true;true;;2025-01-17;ftp://inspection-server/aircraft/A380/Aileron/68196-201/2025-01-17;VALIDATED;1;2025-01-19 18:03:01;2025-01-17 05:41:17;8;2025-01-19 18:03:01;1;false
616;Fuselage panel;0310-0951;Big robot arm;Not good;true;true;true;surface finish inspected;2024-09-11;ftp://inspection-server/aircraft/Fuselage panel/0310-0951/2024-09-11;VALIDATED;1;2024-09-17 13:45:08;2024-09-11 17:11:57;6;2024-09-17 13:45:08;1;false
617;Flap;61657-0958;Complete inspection;Perfect;false;false;false;packaging condition assessed;2025-01-18;ftp://inspection-server/aircraft/B787/Flap/61657-0958/2025-01-18;PENDING;;;2025-01-18 19:31:12;10;;;false
618;Elevator;36987-2714;Camera only;Not good;false;true;false;;2025-01-31;ftp://inspection-server/aircraft/A320neo/Elevator/36987-2714/2025-01-31;VALIDATED;1;2025-01-31 20:07:08;2025-01-31 19:58:57;7;2025-01-31 20:07:08;1;false
619;Rudder;0173-0756;Gantry system;Almost perfect;false;false;false;;2025-05-03;ftp://inspection-server/aircraft/Rudder/0173-0756/2025-05-03;VALIDATED;3;2025-05-08 00:43:17;2025-05-03 11:42:51;10;2025-05-08 00:43:17;3;false
620;Fuselage panel;47682-279;Rotating table plus camera;Good;false;false;false;color consistency verified;2025-03-11;ftp://inspection-server/aircraft/A350/Fuselage panel/47682-279/2025-03-11;VALIDATED;3;2025-03-17 23:56:44;2025-03-11 14:31:06;7;2025-03-17 23:56:44;3;false
621;Elevator;76049-899;Camera only;Not good;false;true;false;;2025-04-15;ftp://inspection-server/aircraft/B747/Elevator/76049-899/2025-04-15;VALIDATED;1;2025-04-20 23:02:33;2025-04-15 19:36:18;10;2025-04-20 23:02:33;1;false
622;Flap;68599-5309;Big robot arm;Good;false;false;true;;2025-06-01;ftp://inspection-server/aircraft/A320neo/Flap/68599-5309/2025-06-01;PENDING;;;2025-06-01 00:28:37;6;;;false
623;Rudder;55312-959;Gantry system;Not good;true;false;true;;2024-11-13;ftp://inspection-server/aircraft/B777/Rudder/55312-959/2024-11-13;VALIDATED;3;2024-11-14 00:45:44;2024-11-13 04:19:15;6;2024-11-14 00:45:44;3;false
624;Rudder;0944-8503;Camera only;Really bad;true;true;false;;2024-06-28;ftp://inspection-server/aircraft/B777/Rudder/0944-8503/2024-06-28;PENDING;;;2024-06-28 15:37:52;8;;;false
625;Tail fin;36987-1477;Complete inspection;Not good;false;false;true;material composition checked;2024-12-08;ftp://inspection-server/aircraft/A320neo/Tail fin/36987-1477/2024-12-08;VALIDATED;3;2024-12-11 23:00:37;2024-12-08 16:42:28;5;2024-12-11 23:00:37;3;false
626;Cockpit window;52125-626;Gantry system;Good;false;true;false;;2024-09-17;ftp://inspection-server/aircraft/B737/Cockpit window/52125-626/2024-09-17;VALIDATED;2;2024-09-20 07:16:34;2024-09-17 15:27:20;5;2024-09-20 07:16:34;2;false
627;Flap;49349-106;Rotating table plus camera;Not good;false;false;true;;2024-09-30;ftp://inspection-server/aircraft/B777/Flap/49349-106/2024-09-30;VALIDATED;2;2024-10-04 02:21:16;2024-09-30 04:19:51;6;2024-10-04 02:21:16;2;false
628;Engine cover;63323-282;Gantry system;Average;false;true;true;weight recorded;2025-01-28;ftp://inspection-server/aircraft/A320neo/Engine cover/63323-282/2025-01-28;VALIDATED;1;2025-01-30 08:40:08;2025-01-28 15:34:24;7;2025-01-30 08:40:08;1;false
629;Aileron;16714-551;Rotating table plus camera;Average;false;true;true;color consistency verified;2024-12-16;ftp://inspection-server/aircraft/B737/Aileron/16714-551/2024-12-16;REJECTED;;;2024-12-16 21:53:07;5;;;false
630;Wing A;0113-0541;Big robot arm;Not good;false;true;true;material composition checked;2024-07-15;ftp://inspection-server/aircraft/B747/Wing A/0113-0541/2024-07-15;VALIDATED;1;2024-07-17 04:10:43;2024-07-15 12:04:49;8;2024-07-17 04:10:43;1;false
631;Tail fin;55312-217;Camera only;Really bad;true;false;true;;2024-06-27;ftp://inspection-server/aircraft/Tail fin/55312-217/2024-06-27;PENDING;;;2024-06-27 09:54:56;4;;;false
632;Tail fin;54868-5993;Big robot arm;Average;false;false;true;;2024-06-24;ftp://inspection-server/aircraft/B777/Tail fin/54868-5993/2024-06-24;VALIDATED;3;2024-06-27 00:39:05;2024-06-24 18:42:45;9;2024-06-27 00:39:05;3;false
633;Wing A;43068-108;Rotating table plus camera;Average;true;false;false;;2025-05-16;ftp://inspection-server/aircraft/A350/Wing A/43068-108/2025-05-16;PENDING;;;2025-05-16 18:35:32;6;;;false
634;Cockpit window;53014-580;Rotating table plus camera;Average;false;true;false;material composition checked;2024-12-02;ftp://inspection-server/aircraft/A350/Cockpit window/53014-580/2024-12-02;VALIDATED;2;2024-12-04 15:34:48;2024-12-02 12:19:41;5;2024-12-04 15:34:48;2;false
635;Flap;0472-1270;Complete inspection;Not good;true;true;true;;2025-03-26;ftp://inspection-server/aircraft/B777/Flap/0472-1270/2025-03-26;VALIDATED;1;2025-04-01 21:35:29;2025-03-26 00:14:52;9;2025-04-01 21:35:29;1;false
636;Elevator;55319-162;Camera only;Really bad;false;true;true;;2025-01-08;ftp://inspection-server/aircraft/A380/Elevator/55319-162/2025-01-08;VALIDATED;1;2025-01-13 20:16:44;2025-01-08 13:43:12;4;2025-01-13 20:16:44;1;false
637;Wing A;46122-219;Big robot arm;Good;false;false;true;surface finish inspected;2024-09-11;ftp://inspection-server/aircraft/B787/Wing A/46122-219/2024-09-11;VALIDATED;3;2024-09-16 06:21:45;2024-09-11 02:32:41;8;2024-09-16 06:21:45;3;false
638;Rudder;36987-1539;Camera only;Not good;false;false;true;color consistency verified;2024-12-15;ftp://inspection-server/aircraft/Rudder/36987-1539/2024-12-15;VALIDATED;2;2024-12-19 02:57:24;2024-12-15 19:04:55;5;2024-12-19 02:57:24;2;false
639;Fuselage panel;56062-065;Big robot arm;Not good;false;true;false;packaging condition assessed;2024-10-19;ftp://inspection-server/aircraft/B747/Fuselage panel/56062-065/2024-10-19;PENDING;;;2024-10-19 16:53:48;10;;;false
640;Landing gear;16590-005;Complete inspection;Not good;false;true;true;packaging condition assessed;2024-08-24;ftp://inspection-server/aircraft/A350/Landing gear/16590-005/2024-08-24;PENDING;;;2024-08-24 13:51:45;9;;;false
641;Wing A;0268-6138;Camera only;Average;true;true;false;;2025-01-06;ftp://inspection-server/aircraft/B777/Wing A/0268-6138/2025-01-06;VALIDATED;2;2025-01-12 22:18:44;2025-01-06 16:31:18;7;2025-01-12 22:18:44;2;false
642;Landing gear;68788-9941;Complete inspection;Average;true;false;true;;2025-02-22;ftp://inspection-server/aircraft/Landing gear/68788-9941/2025-02-22;VALIDATED;2;2025-02-22 03:59:34;2025-02-22 02:39:51;4;2025-02-22 03:59:34;2;false
643;Fuselage panel;50845-0168;Camera only;Almost perfect;false;false;false;weight recorded;2025-04-26;ftp://inspection-server/aircraft/B777/Fuselage panel/50845-0168/2025-04-26;VALIDATED;1;2025-05-02 21:40:36;2025-04-26 13:11:08;6;2025-05-02 21:40:36;1;false
644;Elevator;54868-0061;Complete inspection;Not good;true;true;true;;2024-06-12;ftp://inspection-server/aircraft/B737/Elevator/54868-0061/2024-06-12;REJECTED;;;2024-06-12 22:34:28;7;;;false
645;Tail fin;66213-422;Rotating table plus camera;Average;false;true;true;;2025-01-07;ftp://inspection-server/aircraft/A380/Tail fin/66213-422/2025-01-07;VALIDATED;2;2025-01-13 22:39:29;2025-01-07 18:51:57;5;2025-01-13 22:39:29;2;false
