id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_validated;user_validation;creation_date;user_creation;modification_date;user_modification;deleted
475;Fuselage panel;60760-211;Camera only;Really bad;TRUE;FALSE;TRUE;;2024-09-01;ftp://inspection-server/aircraft/B787/Fuselage panel/60760-211/2024-09-01;TRUE;2;2024-09-01 06:42:56;10;2024-09-04 10:35:13;2;false
476;Rudder;55154-7468;Rotating table plus camera;Not good;FALSE;TRUE;FALSE;;2024-12-31;ftp://inspection-server/aircraft/B747/Rudder/55154-7468/2024-12-31;TRUE;3;2024-12-31 04:48:00;5;2025-01-06 02:03:57;3;false
477;Landing gear;67405-577;Camera only;Average;FALSE;FALSE;TRUE;;2024-08-09;ftp://inspection-server/aircraft/B777/Landing gear/67405-577/2024-08-09;FALSE;;2024-08-09 15:56:40;5;;;false
478;Tail fin;43063-411;Camera only;Perfect;FALSE;FALSE;FALSE;packaging condition assessed;2025-03-15;ftp://inspection-server/aircraft/A380/Tail fin/43063-411/2025-03-15;TRUE;3;2025-03-15 08:49:37;4;2025-03-19 09:00:13;3;false
479;Aileron;41268-368;Camera only;Destroyed;TRUE;TRUE;TRUE;color consistency verified;2024-11-14;ftp://inspection-server/aircraft/A320neo/Aileron/41268-368/2024-11-14;TRUE;1;2024-11-14 20:52:42;5;2024-11-16 23:46:05;1;false
480;Rudder;11822-9017;Camera only;Not good;TRUE;FALSE;FALSE;surface finish inspected;2025-05-03;ftp://inspection-server/aircraft/B747/Rudder/11822-9017/2025-05-03;TRUE;3;2025-05-03 15:48:11;6;2025-05-05 21:42:32;3;false
481;Landing gear;36987-2864;Big robot arm;Not good;TRUE;FALSE;TRUE;dimensions measured;2024-07-30;ftp://inspection-server/aircraft/Landing gear/36987-2864/2024-07-30;FALSE;;2024-07-30 22:06:40;9;;;false
482;Cockpit window;65044-2311;Big robot arm;Perfect;FALSE;FALSE;FALSE;dimensions measured;2024-08-12;ftp://inspection-server/aircraft/A380/Cockpit window/65044-2311/2024-08-12;TRUE;1;2024-08-12 19:57:10;9;2024-08-13 21:11:09;1;false
483;Landing gear;76329-3011;Camera only;Average;TRUE;FALSE;FALSE;weight recorded;2025-05-10;ftp://inspection-server/aircraft/B747/Landing gear/76329-3011/2025-05-10;FALSE;;2025-05-10 16:44:49;5;;;false
484;Flap;54868-3435;Rotating table plus camera;Good;TRUE;FALSE;FALSE;material composition checked;2025-05-31;ftp://inspection-server/aircraft/A320neo/Flap/54868-3435/2025-05-31;TRUE;1;2025-05-31 00:04:27;5;2025-06-04 17:25:42;1;false
485;Wing A;44911-0082;Gantry system;Not good;FALSE;TRUE;TRUE;;2024-08-17;ftp://inspection-server/aircraft/B777/Wing A/44911-0082/2024-08-17;TRUE;3;2024-08-17 14:03:12;9;2024-08-21 06:56:25;3;false
486;Aileron;54868-6159;Rotating table plus camera;Not good;TRUE;TRUE;FALSE;weight recorded;2024-12-11;ftp://inspection-server/aircraft/A350/Aileron/54868-6159/2024-12-11;TRUE;1;2024-12-11 12:23:36;10;2024-12-14 19:00:48;1;false
487;Flap;63629-4027;Complete inspection;Not good;FALSE;TRUE;TRUE;material composition checked;2024-08-12;ftp://inspection-server/aircraft/B777/Flap/63629-4027/2024-08-12;TRUE;3;2024-08-12 05:37:40;9;2024-08-17 22:10:44;3;false
488;Engine cover;65162-554;Complete inspection;Good;FALSE;FALSE;TRUE;;2025-02-05;ftp://inspection-server/aircraft/B737/Engine cover/65162-554/2025-02-05;TRUE;3;2025-02-05 11:04:58;6;2025-02-09 23:09:43;3;false
489;Rudder;49349-737;Complete inspection;Really bad;TRUE;TRUE;FALSE;color consistency verified;2024-09-22;ftp://inspection-server/aircraft/Rudder/49349-737/2024-09-22;TRUE;2;2024-09-22 19:57:10;10;2024-09-27 07:04:04;2;false
490;Fuselage panel;63739-669;Complete inspection;Average;FALSE;TRUE;FALSE;weight recorded;2024-08-12;ftp://inspection-server/aircraft/A350/Fuselage panel/63739-669/2024-08-12;TRUE;3;2024-08-12 03:48:29;6;2024-08-14 14:59:46;3;false
491;Wing A;55910-200;Big robot arm;Not good;TRUE;TRUE;FALSE;;2025-01-13;ftp://inspection-server/aircraft/B737/Wing A/55910-200/2025-01-13;TRUE;2;2025-01-13 16:57:00;10;2025-01-17 17:38:21;2;false
492;Rudder;43269-908;Camera only;Almost perfect;FALSE;FALSE;FALSE;color consistency verified;2024-10-09;ftp://inspection-server/aircraft/B737/Rudder/43269-908/2024-10-09;TRUE;3;2024-10-09 16:32:32;10;2024-10-12 00:37:42;3;false
493;Flap;36800-138;Gantry system;Not good;TRUE;FALSE;FALSE;packaging condition assessed;2025-04-11;ftp://inspection-server/aircraft/A350/Flap/36800-138/2025-04-11;TRUE;1;2025-04-11 04:23:24;5;2025-04-16 05:46:03;1;false
494;Engine cover;64942-1349;Complete inspection;Average;FALSE;TRUE;FALSE;;2025-03-05;ftp://inspection-server/aircraft/B787/Engine cover/64942-1349/2025-03-05;TRUE;2;2025-03-05 22:22:19;8;2025-03-08 14:16:19;2;false
495;Engine cover;46994-157;Rotating table plus camera;Not good;TRUE;FALSE;TRUE;packaging condition assessed;2025-02-26;ftp://inspection-server/aircraft/Engine cover/46994-157/2025-02-26;TRUE;3;2025-02-26 16:02:26;5;2025-03-02 18:53:08;3;false
496;Wing A;64205-627;Big robot arm;Not good;TRUE;TRUE;FALSE;dimensions measured;2024-09-27;ftp://inspection-server/aircraft/B747/Wing A/64205-627/2024-09-27;TRUE;3;2024-09-27 00:38:51;5;2024-09-28 18:21:25;3;false
497;Tail fin;52125-087;Gantry system;Good;TRUE;FALSE;FALSE;weight recorded;2025-05-17;ftp://inspection-server/aircraft/A320neo/Tail fin/52125-087/2025-05-17;TRUE;3;2025-05-17 07:09:54;10;2025-05-18 16:47:22;3;false
498;Engine cover;68001-215;Complete inspection;Average;FALSE;TRUE;FALSE;;2024-08-09;ftp://inspection-server/aircraft/B777/Engine cover/68001-215/2024-08-09;TRUE;3;2024-08-09 18:17:05;4;2024-08-13 13:09:57;3;false
499;Flap;64117-113;Complete inspection;Not good;FALSE;TRUE;FALSE;packaging condition assessed;2025-06-10;ftp://inspection-server/aircraft/B787/Flap/64117-113/2025-06-10;TRUE;1;2025-06-10 02:19:49;10;2025-06-16 05:09:36;1;false
500;Elevator;10096-0287;Complete inspection;Good;FALSE;TRUE;FALSE;packaging condition assessed;2024-09-29;ftp://inspection-server/aircraft/A350/Elevator/10096-0287/2024-09-29;TRUE;2;2024-09-29 18:55:55;5;2024-10-05 01:39:32;2;false
501;Engine cover;64679-765;Gantry system;Really bad;TRUE;TRUE;FALSE;;2024-08-08;ftp://inspection-server/aircraft/B777/Engine cover/64679-765/2024-08-08;TRUE;2;2024-08-08 12:15:05;7;2024-08-10 13:03:10;2;false
502;Cockpit window;0264-9554;Gantry system;Not good;FALSE;FALSE;TRUE;;2024-08-15;ftp://inspection-server/aircraft/A380/Cockpit window/0264-9554/2024-08-15;TRUE;2;2024-08-15 19:47:13;10;2024-08-20 01:17:45;2;false
503;Tail fin;66382-003;Big robot arm;Good;FALSE;FALSE;FALSE;;2024-08-14;ftp://inspection-server/aircraft/A320neo/Tail fin/66382-003/2024-08-14;TRUE;3;2024-08-14 00:29:15;10;2024-08-16 19:37:41;3;false
504;Cockpit window;43846-0027;Big robot arm;Good;FALSE;FALSE;FALSE;color consistency verified;2025-03-01;ftp://inspection-server/aircraft/B737/Cockpit window/43846-0027/2025-03-01;TRUE;2;2025-03-01 14:27:11;4;2025-03-06 09:55:54;2;false
505;Aileron;49349-169;Rotating table plus camera;Average;TRUE;TRUE;FALSE;;2024-09-16;ftp://inspection-server/aircraft/B737/Aileron/49349-169/2024-09-16;TRUE;1;2024-09-16 12:36:08;8;2024-09-22 20:09:37;1;false
506;Elevator;51079-298;Complete inspection;Not good;FALSE;TRUE;FALSE;weight recorded;2025-04-22;ftp://inspection-server/aircraft/B777/Elevator/51079-298/2025-04-22;FALSE;;2025-04-22 23:14:47;5;;;false
507;Flap;21749-702;Complete inspection;Perfect;FALSE;FALSE;FALSE;dimensions measured;2024-08-03;ftp://inspection-server/aircraft/A350/Flap/21749-702/2024-08-03;TRUE;3;2024-08-03 11:27:28;6;2024-08-05 12:32:17;3;false
508;Engine cover;36800-703;Camera only;Really bad;TRUE;TRUE;FALSE;;2024-06-15;ftp://inspection-server/aircraft/A320neo/Engine cover/36800-703/2024-06-15;FALSE;;2024-06-15 02:34:45;9;;;false
509;Cockpit window;54569-0349;Big robot arm;Good;FALSE;FALSE;TRUE;color consistency verified;2025-05-13;ftp://inspection-server/aircraft/B777/Cockpit window/54569-0349/2025-05-13;TRUE;3;2025-05-13 10:52:32;10;2025-05-16 05:45:15;3;false
510;Cockpit window;76405-011;Rotating table plus camera;Really bad;TRUE;FALSE;TRUE;weight recorded;2024-08-29;ftp://inspection-server/aircraft/B737/Cockpit window/76405-011/2024-08-29;TRUE;3;2024-08-29 03:09:44;5;2024-09-03 08:39:52;3;false
511;Landing gear;57664-239;Camera only;Average;TRUE;FALSE;TRUE;;2024-07-12;ftp://inspection-server/aircraft/B747/Landing gear/57664-239/2024-07-12;TRUE;3;2024-07-12 05:50:11;4;2024-07-16 21:12:03;3;false
512;Flap;0517-5024;Rotating table plus camera;Not good;TRUE;FALSE;FALSE;material composition checked;2024-07-14;ftp://inspection-server/aircraft/A380/Flap/0517-5024/2024-07-14;TRUE;3;2024-07-14 01:56:39;5;2024-07-19 03:44:00;3;false
513;Wing A;0037-6820;Big robot arm;Really bad;FALSE;TRUE;TRUE;;2024-09-28;ftp://inspection-server/aircraft/Wing A/0037-6820/2024-09-28;TRUE;3;2024-09-28 13:40:36;10;2024-10-04 17:08:55;3;false
514;Landing gear;54868-4414;Gantry system;Good;FALSE;FALSE;TRUE;;2025-02-06;ftp://inspection-server/aircraft/B787/Landing gear/54868-4414/2025-02-06;TRUE;2;2025-02-06 02:16:56;10;2025-02-07 18:59:17;2;false
515;Tail fin;55289-018;Big robot arm;Not good;FALSE;TRUE;FALSE;material composition checked;2025-01-23;ftp://inspection-server/aircraft/A380/Tail fin/55289-018/2025-01-23;TRUE;2;2025-01-23 09:41:00;6;2025-01-28 05:39:38;2;false
516;Rudder;52125-207;Complete inspection;Perfect;FALSE;FALSE;FALSE;;2025-04-01;ftp://inspection-server/aircraft/B777/Rudder/52125-207/2025-04-01;TRUE;1;2025-04-01 05:51:16;4;2025-04-03 15:32:02;1;false
517;Landing gear;57520-0582;Gantry system;Average;FALSE;TRUE;TRUE;material composition checked;2025-01-07;ftp://inspection-server/aircraft/A320neo/Landing gear/57520-0582/2025-01-07;TRUE;3;2025-01-07 22:34:07;9;2025-01-10 00:40:37;3;false
518;Engine cover;59898-160;Big robot arm;Really bad;TRUE;TRUE;TRUE;weight recorded;2024-12-19;ftp://inspection-server/aircraft/A320neo/Engine cover/59898-160/2024-12-19;TRUE;2;2024-12-19 22:19:31;5;2024-12-24 06:55:24;2;false
519;Wing A;66993-471;Big robot arm;Average;FALSE;TRUE;FALSE;weight recorded;2025-03-17;ftp://inspection-server/aircraft/B737/Wing A/66993-471/2025-03-17;TRUE;1;2025-03-17 04:08:27;9;2025-03-22 20:14:13;1;false
520;Rudder;68085-8012;Camera only;Good;FALSE;TRUE;FALSE;;2024-06-28;ftp://inspection-server/aircraft/B747/Rudder/68085-8012/2024-06-28;TRUE;2;2024-06-28 22:41:36;5;2024-07-05 04:23:51;2;false
521;Rudder;53389-000;Gantry system;Average;TRUE;FALSE;FALSE;;2024-12-28;ftp://inspection-server/aircraft/A350/Rudder/53389-000/2024-12-28;TRUE;2;2024-12-28 18:39:51;9;2025-01-01 21:17:49;2;false
522;Flap;21749-253;Complete inspection;Perfect;FALSE;FALSE;FALSE;;2025-04-13;ftp://inspection-server/aircraft/Flap/21749-253/2025-04-13;FALSE;;2025-04-13 21:44:21;4;;;false
523;Elevator;57955-7301;Rotating table plus camera;Not good;TRUE;FALSE;TRUE;packaging condition assessed;2025-01-19;ftp://inspection-server/aircraft/Elevator/57955-7301/2025-01-19;TRUE;2;2025-01-19 10:47:17;5;2025-01-20 07:23:57;2;false
524;Rudder;64942-1178;Rotating table plus camera;Perfect;FALSE;FALSE;FALSE;surface finish inspected;2024-10-09;ftp://inspection-server/aircraft/B787/Rudder/64942-1178/2024-10-09;TRUE;3;2024-10-09 07:06:54;7;2024-10-13 09:02:43;3;false
525;Aileron;57664-056;Gantry system;Average;TRUE;TRUE;FALSE;;2025-01-26;ftp://inspection-server/aircraft/Aileron/57664-056/2025-01-26;TRUE;1;2025-01-26 07:26:06;9;2025-01-29 14:18:43;1;false
526;Flap;57664-347;Gantry system;Good;FALSE;TRUE;FALSE;packaging condition assessed;2024-09-05;ftp://inspection-server/aircraft/B777/Flap/57664-347/2024-09-05;TRUE;1;2024-09-05 13:54:28;8;2024-09-07 12:09:03;1;false
527;Cockpit window;36987-3078;Complete inspection;Not good;TRUE;FALSE;FALSE;packaging condition assessed;2025-02-14;ftp://inspection-server/aircraft/B777/Cockpit window/36987-3078/2025-02-14;TRUE;1;2025-02-14 06:37:03;8;2025-02-16 18:00:05;1;false
528;Fuselage panel;55714-4628;Gantry system;Destroyed;TRUE;TRUE;TRUE;;2025-01-07;ftp://inspection-server/aircraft/Fuselage panel/55714-4628/2025-01-07;FALSE;;2025-01-07 19:03:53;9;;;false
529;Engine cover;68428-060;Rotating table plus camera;Not good;FALSE;TRUE;FALSE;weight recorded;2025-05-14;ftp://inspection-server/aircraft/A380/Engine cover/68428-060/2025-05-14;TRUE;2;2025-05-14 19:04:01;6;2025-05-18 08:40:40;2;false
530;Flap;50844-466;Camera only;Not good;TRUE;FALSE;FALSE;;2025-06-07;ftp://inspection-server/aircraft/B777/Flap/50844-466/2025-06-07;TRUE;1;2025-06-07 16:24:07;8;2025-06-09 18:41:40;1;false
531;Rudder;53808-0851;Gantry system;Almost perfect;FALSE;FALSE;FALSE;weight recorded;2025-03-12;ftp://inspection-server/aircraft/A350/Rudder/53808-0851/2025-03-12;TRUE;2;2025-03-12 07:18:35;5;2025-03-15 23:45:29;2;false
532;Flap;47682-889;Complete inspection;Average;TRUE;FALSE;FALSE;;2024-11-13;ftp://inspection-server/aircraft/B737/Flap/47682-889/2024-11-13;TRUE;3;2024-11-13 19:45:26;7;2024-11-20 12:38:37;3;false
533;Cockpit window;0006-3917;Camera only;Not good;FALSE;TRUE;FALSE;material composition checked;2025-03-31;ftp://inspection-server/aircraft/A380/Cockpit window/0006-3917/2025-03-31;TRUE;3;2025-03-31 01:05:16;9;2025-04-01 10:29:15;3;false
534;Landing gear;51346-043;Big robot arm;Good;FALSE;FALSE;FALSE;;2025-05-05;ftp://inspection-server/aircraft/B777/Landing gear/51346-043/2025-05-05;TRUE;3;2025-05-05 13:59:30;4;2025-05-08 19:05:12;3;false
535;Cockpit window;50845-0110;Big robot arm;Really bad;TRUE;TRUE;TRUE;material composition checked;2025-05-03;ftp://inspection-server/aircraft/A380/Cockpit window/50845-0110/2025-05-03;TRUE;1;2025-05-03 20:54:19;6;2025-05-05 05:08:43;1;false
536;Wing A;17856-1313;Rotating table plus camera;Really bad;TRUE;FALSE;TRUE;dimensions measured;2024-10-25;ftp://inspection-server/aircraft/B737/Wing A/17856-1313/2024-10-25;TRUE;2;2024-10-25 10:42:16;8;2024-10-29 02:00:39;2;false
537;Rudder;0409-1412;Gantry system;Not good;TRUE;TRUE;TRUE;packaging condition assessed;2025-02-09;ftp://inspection-server/aircraft/Rudder/0409-1412/2025-02-09;TRUE;2;2025-02-09 17:22:51;7;2025-02-09 22:36:36;2;false
538;Landing gear;0168-0381;Gantry system;Good;TRUE;FALSE;FALSE;dimensions measured;2024-10-14;ftp://inspection-server/aircraft/A320neo/Landing gear/0168-0381/2024-10-14;TRUE;2;2024-10-14 18:49:07;10;2024-10-17 10:43:59;2;false
539;Flap;49348-159;Gantry system;Average;TRUE;FALSE;FALSE;material composition checked;2024-11-14;ftp://inspection-server/aircraft/B737/Flap/49348-159/2024-11-14;TRUE;3;2024-11-14 18:12:44;10;2024-11-21 05:37:03;3;false
540;Aileron;10122-820;Rotating table plus camera;Average;FALSE;TRUE;TRUE;;2025-03-04;ftp://inspection-server/aircraft/B787/Aileron/10122-820/2025-03-04;TRUE;3;2025-03-04 00:45:54;10;2025-03-08 19:09:36;3;false
541;Engine cover;61971-065;Rotating table plus camera;Average;FALSE;TRUE;TRUE;weight recorded;2024-10-05;ftp://inspection-server/aircraft/B787/Engine cover/61971-065/2024-10-05;TRUE;3;2024-10-05 22:12:22;4;2024-10-11 14:40:31;3;false
542;Rudder;41167-3102;Gantry system;Really bad;TRUE;TRUE;FALSE;;2024-12-28;ftp://inspection-server/aircraft/B787/Rudder/41167-3102/2024-12-28;FALSE;;2024-12-28 09:08:48;10;;;false
543;Engine cover;61077-047;Camera only;Average;FALSE;TRUE;TRUE;;2024-08-11;ftp://inspection-server/aircraft/B737/Engine cover/61077-047/2024-08-11;TRUE;1;2024-08-11 20:59:17;5;2024-08-17 20:27:07;1;false
544;Engine cover;33261-739;Big robot arm;Not good;TRUE;FALSE;FALSE;;2024-09-22;ftp://inspection-server/aircraft/B737/Engine cover/33261-739/2024-09-22;FALSE;;2024-09-22 14:41:48;5;;;false
545;Rudder;76045-003;Camera only;Average;TRUE;FALSE;TRUE;packaging condition assessed;2025-05-18;ftp://inspection-server/aircraft/A350/Rudder/76045-003/2025-05-18;TRUE;3;2025-05-18 13:50:52;9;2025-05-21 18:49:17;3;false
546;Aileron;41520-544;Big robot arm;Really bad;TRUE;TRUE;TRUE;surface finish inspected;2025-02-12;ftp://inspection-server/aircraft/Aileron/41520-544/2025-02-12;TRUE;1;2025-02-12 22:12:44;8;2025-02-18 17:24:47;1;false
547;Aileron;21695-155;Camera only;Not good;FALSE;TRUE;TRUE;weight recorded;2025-06-01;ftp://inspection-server/aircraft/B777/Aileron/21695-155/2025-06-01;TRUE;3;2025-06-01 11:11:33;10;2025-06-07 15:17:06;3;false
548;Aileron;35356-792;Big robot arm;Not good;TRUE;TRUE;TRUE;dimensions measured;2024-08-21;ftp://inspection-server/aircraft/A350/Aileron/35356-792/2024-08-21;TRUE;3;2024-08-21 03:17:38;10;2024-08-27 13:30:47;3;false
549;Cockpit window;49288-0829;Big robot arm;Not good;TRUE;FALSE;TRUE;;2025-02-12;ftp://inspection-server/aircraft/B777/Cockpit window/49288-0829/2025-02-12;TRUE;2;2025-02-12 09:47:07;9;2025-02-13 08:03:27;2;false
550;Flap;51532-6103;Big robot arm;Almost perfect;FALSE;FALSE;FALSE;;2025-04-07;ftp://inspection-server/aircraft/A380/Flap/51532-6103/2025-04-07;FALSE;;2025-04-07 22:02:20;9;;;false
551;Cockpit window;0004-0802;Gantry system;Average;FALSE;TRUE;TRUE;;2025-04-14;ftp://inspection-server/aircraft/B777/Cockpit window/0004-0802/2025-04-14;TRUE;1;2025-04-14 08:05:53;8;2025-04-17 11:06:28;1;false
552;Landing gear;21130-504;Gantry system;Average;FALSE;FALSE;TRUE;;2024-12-15;ftp://inspection-server/aircraft/A320neo/Landing gear/21130-504/2024-12-15;TRUE;1;2024-12-15 20:38:56;9;2024-12-18 17:58:55;1;false
553;Flap;20276-433;Complete inspection;Really bad;TRUE;FALSE;TRUE;weight recorded;2024-12-21;ftp://inspection-server/aircraft/B737/Flap/20276-433/2024-12-21;TRUE;1;2024-12-21 00:04:40;7;2024-12-25 04:04:58;1;false
554;Aileron;0078-0518;Complete inspection;Average;FALSE;FALSE;TRUE;;2025-04-18;ftp://inspection-server/aircraft/B777/Aileron/0078-0518/2025-04-18;TRUE;1;2025-04-18 23:54:28;5;2025-04-24 16:19:07;1;false
555;Landing gear;68712-015;Rotating table plus camera;Average;TRUE;FALSE;FALSE;;2025-05-17;ftp://inspection-server/aircraft/A350/Landing gear/68712-015/2025-05-17;TRUE;2;2025-05-17 19:09:04;8;2025-05-20 11:03:19;2;false
556;Fuselage panel;46122-195;Gantry system;Really bad;TRUE;FALSE;TRUE;surface finish inspected;2025-03-17;ftp://inspection-server/aircraft/A350/Fuselage panel/46122-195/2025-03-17;TRUE;1;2025-03-17 20:27:29;6;2025-03-24 08:15:14;1;false
557;Fuselage panel;55154-5112;Complete inspection;Good;FALSE;FALSE;TRUE;packaging condition assessed;2024-12-14;ftp://inspection-server/aircraft/Fuselage panel/55154-5112/2024-12-14;TRUE;3;2024-12-14 03:38:16;4;2024-12-18 19:08:58;3;false
558;Landing gear;65044-3390;Big robot arm;Average;FALSE;TRUE;FALSE;;2025-04-10;ftp://inspection-server/aircraft/A350/Landing gear/65044-3390/2025-04-10;TRUE;1;2025-04-10 04:27:51;10;2025-04-14 23:45:40;1;false
559;Engine cover;50436-1263;Complete inspection;Not good;FALSE;TRUE;TRUE;;2024-08-01;ftp://inspection-server/aircraft/A320neo/Engine cover/50436-1263/2024-08-01;TRUE;1;2024-08-01 02:23:53;6;2024-08-02 08:44:12;1;false
560;Landing gear;0781-1032;Camera only;Destroyed;TRUE;TRUE;TRUE;;2025-03-01;ftp://inspection-server/aircraft/A350/Landing gear/0781-1032/2025-03-01;TRUE;3;2025-03-01 08:37:33;7;2025-03-03 00:15:07;3;false
561;Landing gear;58118-1271;Camera only;Average;FALSE;FALSE;TRUE;;2025-01-10;ftp://inspection-server/aircraft/A320neo/Landing gear/58118-1271/2025-01-10;TRUE;2;2025-01-10 07:17:42;10;2025-01-15 21:51:01;2;false
562;Cockpit window;16864-001;Camera only;Not good;TRUE;TRUE;FALSE;;2024-08-20;ftp://inspection-server/aircraft/B787/Cockpit window/16864-001/2024-08-20;TRUE;3;2024-08-20 11:45:41;10;2024-08-27 01:35:07;3;false
563;Flap;36987-2662;Complete inspection;Not good;TRUE;TRUE;TRUE;color consistency verified;2025-01-03;ftp://inspection-server/aircraft/A350/Flap/36987-2662/2025-01-03;TRUE;3;2025-01-03 18:41:57;4;2025-01-09 14:51:41;3;false
564;Cockpit window;36987-2717;Gantry system;Good;FALSE;TRUE;FALSE;;2024-12-31;ftp://inspection-server/aircraft/B787/Cockpit window/36987-2717/2024-12-31;TRUE;2;2024-12-31 04:08:41;4;2025-01-05 13:11:04;2;false
565;Elevator;11673-246;Camera only;Good;FALSE;FALSE;TRUE;surface finish inspected;2024-11-25;ftp://inspection-server/aircraft/B747/Elevator/11673-246/2024-11-25;TRUE;2;2024-11-25 21:55:04;8;2024-11-28 16:15:23;2;false
566;Elevator;41250-724;Big robot arm;Good;FALSE;TRUE;FALSE;surface finish inspected;2025-03-27;ftp://inspection-server/aircraft/Elevator/41250-724/2025-03-27;TRUE;2;2025-03-27 08:21:32;6;2025-03-29 04:57:43;2;false
567;Wing A;68788-9992;Complete inspection;Average;TRUE;TRUE;FALSE;;2024-12-02;ftp://inspection-server/aircraft/Wing A/68788-9992/2024-12-02;TRUE;3;2024-12-02 09:21:26;5;2024-12-06 14:54:44;3;false
568;Flap;23155-214;Big robot arm;Not good;TRUE;FALSE;TRUE;;2025-01-15;ftp://inspection-server/aircraft/Flap/23155-214/2025-01-15;TRUE;1;2025-01-15 14:02:50;7;2025-01-17 00:50:33;1;false
569;Elevator;10893-600;Complete inspection;Average;FALSE;TRUE;FALSE;;2024-09-20;ftp://inspection-server/aircraft/Elevator/10893-600/2024-09-20;FALSE;;2024-09-20 23:43:10;9;;;false
570;Tail fin;50845-0058;Complete inspection;Perfect;FALSE;FALSE;FALSE;color consistency verified;2025-04-19;ftp://inspection-server/aircraft/B777/Tail fin/50845-0058/2025-04-19;TRUE;1;2025-04-19 22:28:27;6;2025-04-24 08:34:07;1;false
571;Aileron;68516-4602;Camera only;Really bad;TRUE;FALSE;TRUE;;2025-06-05;ftp://inspection-server/aircraft/A350/Aileron/68516-4602/2025-06-05;FALSE;;2025-06-05 16:39:13;6;;;false
572;Rudder;54868-5200;Big robot arm;Not good;FALSE;TRUE;TRUE;;2024-11-27;ftp://inspection-server/aircraft/B737/Rudder/54868-5200/2024-11-27;TRUE;2;2024-11-27 13:04:08;7;2024-11-30 00:49:44;2;false
573;Wing A;59039-005;Rotating table plus camera;Perfect;FALSE;FALSE;FALSE;;2025-03-31;ftp://inspection-server/aircraft/B747/Wing A/59039-005/2025-03-31;TRUE;3;2025-03-31 12:22:14;4;2025-04-02 14:12:29;3;false
574;Elevator;63304-697;Camera only;Average;TRUE;TRUE;FALSE;weight recorded;2025-04-16;ftp://inspection-server/aircraft/B747/Elevator/63304-697/2025-04-16;TRUE;3;2025-04-16 00:42:10;8;2025-04-16 08:17:57;3;false
575;Engine cover;59762-0170;Complete inspection;Really bad;TRUE;FALSE;TRUE;material composition checked;2025-03-13;ftp://inspection-server/aircraft/A380/Engine cover/59762-0170/2025-03-13;FALSE;;2025-03-13 09:52:46;4;;;false
576;Elevator;0615-7550;Gantry system;Not good;FALSE;TRUE;FALSE;dimensions measured;2024-10-26;ftp://inspection-server/aircraft/Elevator/0615-7550/2024-10-26;TRUE;1;2024-10-26 00:38:55;7;2024-11-01 21:00:46;1;false
577;Rudder;54868-5510;Big robot arm;Average;FALSE;FALSE;TRUE;;2024-08-16;ftp://inspection-server/aircraft/B777/Rudder/54868-5510/2024-08-16;TRUE;3;2024-08-16 12:37:18;9;2024-08-17 18:10:42;3;false
578;Aileron;68745-1066;Camera only;Not good;FALSE;TRUE;FALSE;packaging condition assessed;2025-03-24;ftp://inspection-server/aircraft/B787/Aileron/68745-1066/2025-03-24;TRUE;3;2025-03-24 16:00:41;10;2025-03-27 04:11:03;3;false
579;Engine cover;70253-112;Rotating table plus camera;Not good;FALSE;TRUE;FALSE;;2024-08-30;ftp://inspection-server/aircraft/B787/Engine cover/70253-112/2024-08-30;TRUE;1;2024-08-30 05:39:28;9;2024-09-06 03:28:12;1;false
580;Flap;43857-0304;Camera only;Really bad;FALSE;TRUE;TRUE;;2024-08-06;ftp://inspection-server/aircraft/Flap/43857-0304/2024-08-06;TRUE;1;2024-08-06 13:13:00;5;2024-08-08 18:45:51;1;false
581;Landing gear;35356-752;Rotating table plus camera;Not good;TRUE;TRUE;TRUE;;2024-10-09;ftp://inspection-server/aircraft/Landing gear/35356-752/2024-10-09;TRUE;1;2024-10-09 22:57:53;7;2024-10-11 10:03:21;1;false
582;Cockpit window;0409-7828;Big robot arm;Average;FALSE;TRUE;FALSE;surface finish inspected;2024-06-20;ftp://inspection-server/aircraft/A320neo/Cockpit window/0409-7828/2024-06-20;TRUE;1;2024-06-20 03:29:14;4;2024-06-26 04:35:50;1;false
583;Flap;43742-0016;Gantry system;Average;FALSE;TRUE;FALSE;;2025-04-01;ftp://inspection-server/aircraft/Flap/43742-0016/2025-04-01;TRUE;2;2025-04-01 05:18:02;6;2025-04-01 12:36:02;2;false
584;Tail fin;50436-6408;Gantry system;Not good;FALSE;FALSE;TRUE;weight recorded;2024-10-16;ftp://inspection-server/aircraft/A320neo/Tail fin/50436-6408/2024-10-16;FALSE;;2024-10-16 03:36:52;9;;;false
585;Cockpit window;0406-1142;Rotating table plus camera;Good;TRUE;FALSE;FALSE;surface finish inspected;2024-06-13;ftp://inspection-server/aircraft/A350/Cockpit window/0406-1142/2024-06-13;TRUE;3;2024-06-13 06:15:01;6;2024-06-17 23:58:58;3;false
586;Wing A;51514-0330;Complete inspection;Average;TRUE;FALSE;TRUE;;2025-03-12;ftp://inspection-server/aircraft/B777/Wing A/51514-0330/2025-03-12;TRUE;1;2025-03-12 02:43:09;7;2025-03-15 13:46:17;1;false
587;Landing gear;66129-102;Complete inspection;Really bad;TRUE;TRUE;TRUE;color consistency verified;2025-04-21;ftp://inspection-server/aircraft/B787/Landing gear/66129-102/2025-04-21;TRUE;2;2025-04-21 07:05:32;9;2025-04-26 20:14:10;2;false
